engine_size_l,fuel_type,annual_mileage_km,vehicle_age_years,driving_style,road_type,emission_standard,maintenance_status,traffic_exposure,vehicle_category,co2_emissions_gkm
2.4803571202798835,Petrol,10750.42943833653,3.0,Normal,Highway,Euro 5,Fair,High,,94.46890936360664
1.0733535560425995,Diesel,31364.083850853654,13.0,Normal,Highway,Euro 4,Good,Low,Hatchback,287.879911084981
,CNG,31627.80782036893,5.0,Eco,Mixed,Euro 5,Fair,Low,Truck,216.20561181740482
,Diesel,7097.432688065922,3.0,Normal,Mixed,Euro 5,Fair,High,Sedan,240.87151188472603
2.886160506352661,Hybrid,5657.451413051364,10.0,Normal,Urban,Euro 6,Poor,Low,Truck,228.84834149237284
1.5993525367518724,Diesel,39087.73920958682,10.0,Normal,Mixed,Euro 3,Poor,High,SUV,226.90499659461574
2.055843416527484,Diesel,11768.393082458872,2.0,Normal,Urban,Euro 5,Excellent,High,Truck,83.79741680939281
4.791347599387999,Diesel,33774.87231850361,7.0,Normal,Highway,Euro 3,Poor,High,SUV,195.58168155266628
2.4685313412410603,Petrol,24664.77285658545,13.0,Normal,Mixed,Euro 5,Good,Medium,Hatchback,260.7762502976175
4.630727780876613,,14256.525513794888,,Normal,Urban,Euro 6,Excellent,,Hatchback,89.79414731055199
2.218543329174307,Diesel,9548.96528165844,,Normal,Highway,Euro 5,Excellent,Low,Truck,290.3564504554196
3.1728803774686436,,22383.70457522046,8.0,Eco,Urban,Euro 4,Fair,High,Sedan,
1.0819083334487916,Hybrid,19257.418407030746,11.0,Normal,Highway,Euro 5,Fair,Low,Truck,143.77700825130165
3.0875004414943077,Hybrid,29461.012979097373,9.0,Eco,,Euro 5,Fair,,Truck,197.0006995612274
3.547768042442521,CNG,36645.899234170436,0.0,Eco,Urban,Euro 3,Excellent,Low,Hatchback,256.267121325468
,CNG,33183.683043720346,12.0,Normal,Mixed,Euro 3,Poor,High,Hatchback,
3.315748704821428,Hybrid,14605.821757168416,7.0,Normal,Urban,Euro 4,Poor,High,Truck,221.9232488490062
3.588671088203942,LPG,35762.6626458307,5.0,Normal,Highway,Euro 5,Poor,Medium,Hatchback,
3.747544313527026,CNG,34168.69599366114,0.0,Normal,Urban,Euro 3,Excellent,High,SUV,218.879896461055
4.105613288088413,LPG,37519.76818026189,3.0,Normal,Urban,Euro 5,Excellent,Medium,Truck,110.36680134326005
2.245356971717666,Hybrid,21053.12873632957,4.0,,Mixed,Euro 6,,Low,Hatchback,88.50594495918199
3.271107825727513,,31900.131034328944,6.0,Eco,Mixed,Euro 6,Excellent,Low,Truck,110.1183092534264
4.926316119058377,,25708.032293328462,7.0,Normal,Mixed,Euro 4,Excellent,Medium,Hatchback,
4.592576682660629,Hybrid,15867.596339231917,8.0,Aggressive,Highway,Euro 6,Poor,Low,SUV,135.7383337385835
4.8106617123934665,CNG,39805.08508899672,11.0,Aggressive,Mixed,Euro 3,Excellent,Medium,SUV,215.33857692534232
2.5445455941142856,LPG,6340.7613393881475,11.0,Eco,,Euro 3,Poor,Low,Truck,180.29567330953302
4.147712423586647,LPG,10679.540039567613,5.0,Normal,,Euro 4,Excellent,Medium,SUV,88.53863582590634
3.479591807041391,CNG,36238.98268861632,9.0,Eco,Mixed,Euro 5,Poor,Medium,SUV,87.67049938974563
1.3309403322489644,LPG,7119.6995194421725,8.0,Normal,Urban,Euro 3,Good,High,Hatchback,99.92936046654647
4.295921556628262,CNG,36038.723357023264,3.0,Normal,Urban,Euro 6,Good,Low,Truck,157.67785462819052
3.7084051054294584,CNG,30032.75166203703,7.0,Normal,Highway,,Poor,High,Hatchback,81.36024921202048
1.7956694380610672,LPG,6283.940188808981,2.0,Normal,Urban,,,Medium,Hatchback,188.67719839463086
1.3189542297178454,Petrol,20026.201499896182,3.0,Normal,Mixed,Euro 6,Good,High,Sedan,159.3473261480466
4.348088522593322,Diesel,31406.501625078297,9.0,Normal,Urban,Euro 6,Poor,Medium,SUV,202.1970865369818
1.3156073179648042,Hybrid,25408.509962077987,3.0,,Mixed,Euro 6,Excellent,Low,Hatchback,238.5815501782162
1.3654154614657465,Diesel,37755.49521875603,5.0,Normal,Mixed,Euro 4,Excellent,Low,Hatchback,135.21401940556797
2.709633151617261,Hybrid,35367.54115192,14.0,Eco,Highway,Euro 4,Poor,Low,Hatchback,114.55840247836014
1.5391913136779083,,,8.0,Normal,Urban,Euro 5,Fair,,SUV,141.17178231194526
4.6546783897708774,Diesel,7961.951843203162,5.0,Normal,Highway,Euro 5,,High,SUV,80.38790002941921
2.881135745052947,CNG,,0.0,,Highway,Euro 5,Good,Low,SUV,106.40285021567176
3.276603922618286,LPG,23105.03687187743,4.0,Aggressive,Highway,Euro 4,Fair,Medium,Truck,245.18268001099355
4.71242435791235,Petrol,7603.916853018198,8.0,Aggressive,Mixed,Euro 6,Good,,Hatchback,129.01750532806273
3.1210529025533944,Petrol,33580.146467574785,4.0,Normal,,Euro 6,Excellent,Medium,SUV,298.74591943688847
2.414364583829274,Petrol,35397.72647398869,5.0,Normal,Mixed,Euro 3,Poor,Medium,Hatchback,116.92293470025803
4.188620423263327,Diesel,27379.862406179986,2.0,Normal,Mixed,Euro 5,Excellent,Low,Truck,253.52977742440856
2.771400789900843,Diesel,,7.0,Normal,Urban,Euro 6,Poor,,Sedan,235.1097838016176
2.2738777024092216,CNG,28176.055431325047,9.0,Eco,Urban,Euro 6,Fair,Medium,Truck,150.86907141958767
3.8929178344221382,Petrol,29733.929349679325,10.0,Normal,Mixed,Euro 6,Excellent,High,SUV,152.76261158451234
4.206422706452172,CNG,36256.04853300888,12.0,Eco,Mixed,Euro 6,Excellent,Low,SUV,203.981347812763
4.166864670337086,Petrol,,3.0,Normal,Urban,Euro 4,Good,Medium,Truck,267.5223014461628
4.910697656514831,Diesel,23001.2326336819,,Normal,Highway,Euro 5,Poor,Medium,Hatchback,164.96112770628218
4.146667795499851,LPG,32947.30867342969,,Aggressive,Highway,Euro 6,Fair,High,SUV,93.45957380204943
,LPG,38757.83445970792,11.0,Normal,,Euro 6,Excellent,Medium,SUV,162.37221891850527
4.42994101494488,LPG,10293.51683514381,4.0,Normal,Highway,Euro 6,Poor,Medium,Truck,125.60878811340311
1.0007407811817712,LPG,5639.379356338684,13.0,Eco,Mixed,Euro 6,Fair,Medium,Hatchback,286.62554375430386
2.4497256447510827,,,9.0,Normal,Mixed,Euro 3,Excellent,Medium,Truck,233.40035620270845
3.9504123841376884,Petrol,11834.566663650628,14.0,Normal,Mixed,Euro 6,Poor,Medium,Truck,91.1831861269367
3.3988760444411095,LPG,6486.756832113033,8.0,Normal,Urban,Euro 6,Good,High,Hatchback,
,Hybrid,10603.36481801056,12.0,Aggressive,Highway,Euro 6,Excellent,Medium,Hatchback,91.04751228257753
2.2149323563541814,Hybrid,18444.021893531924,7.0,Normal,Urban,Euro 3,Poor,Medium,Sedan,262.6036674824529
2.347170444328427,Hybrid,12674.299555740303,6.0,Normal,Highway,Euro 4,Fair,Medium,Truck,279.3852084195754
3.271312444689264,CNG,15683.877018515508,4.0,Normal,Urban,Euro 3,Fair,Medium,Hatchback,104.70151328459636
4.326393185764306,CNG,39135.29180005162,8.0,Aggressive,Urban,Euro 6,Good,Low,SUV,176.86381012191316
4.72996711911072,Hybrid,29654.19404569013,8.0,Aggressive,Mixed,Euro 4,Excellent,Low,Sedan,285.0143220040137
4.000369651414556,LPG,29926.71048886214,9.0,Normal,Mixed,Euro 6,Good,Low,Truck,111.94657107722752
4.371801560707239,Petrol,8313.9881154773,9.0,Normal,Urban,Euro 4,Poor,Low,Hatchback,144.21878994438927
2.8803838338060643,Diesel,30623.44294379421,1.0,Normal,Highway,Euro 6,Fair,,Sedan,146.9404230379843
2.5591012784891496,CNG,30877.051653435672,3.0,Eco,Highway,Euro 6,Good,Low,Sedan,86.61282868443968
2.570834128576868,LPG,28091.07564423213,7.0,Normal,Mixed,Euro 4,Excellent,High,SUV,87.98011163179794
3.4641541133598284,LPG,12995.270359925627,12.0,Normal,Mixed,Euro 4,Poor,Low,Sedan,289.6144219582408
1.496946822223236,Diesel,19806.266267876475,13.0,Eco,Highway,Euro 6,,High,Truck,205.64037397697587
3.317976731161045,Diesel,34619.67591343689,0.0,Eco,Highway,Euro 3,Good,Low,Hatchback,147.46263071429593
3.660531440734902,LPG,,12.0,Normal,Highway,Euro 3,,Medium,Sedan,163.3084253554486
2.7556349608249553,Diesel,30646.90922499658,14.0,Aggressive,Mixed,Euro 3,Fair,Low,,237.26544434590534
4.812668707084669,LPG,25558.10400440331,4.0,Normal,Highway,Euro 3,Good,Low,Truck,160.63378478201648
3.432853089518301,Diesel,20735.530968912244,7.0,Normal,Mixed,Euro 4,Excellent,Low,SUV,130.10728868052342
1.8799978889465008,Diesel,31566.820352348786,1.0,Normal,Urban,Euro 4,Excellent,Medium,SUV,102.40421515195587
,LPG,7377.403502820674,1.0,Normal,Urban,Euro 3,Excellent,High,,240.36526257796817
3.701617748541176,Hybrid,28560.625647309244,12.0,Normal,Urban,Euro 5,Excellent,High,Truck,119.72430366854944
2.294516498321916,LPG,39902.15777477377,7.0,,Highway,Euro 5,Fair,Medium,SUV,95.32261938378547
1.3185664251560927,Petrol,32306.717531381106,9.0,Eco,Mixed,Euro 5,Excellent,Low,Hatchback,173.92997800922495
3.33374253884354,Diesel,15169.722905210936,11.0,Normal,Highway,Euro 6,Good,Low,Hatchback,88.70561159849782
4.79148067447872,CNG,14723.68231468832,8.0,Normal,Mixed,Euro 3,Good,Low,SUV,292.29957283543513
2.940287942252695,Diesel,28352.651370771062,6.0,Normal,Highway,Euro 6,Good,,Truck,218.00445286646476
4.624436322588151,,36354.898995298565,7.0,Aggressive,Urban,Euro 4,Good,High,Sedan,113.59329829824338
4.340094353486776,CNG,25228.240929674503,4.0,Eco,Mixed,Euro 4,Excellent,Medium,SUV,117.93989901866138
1.5896511345359334,CNG,23459.08005095204,0.0,Normal,Highway,Euro 5,Fair,Medium,Sedan,205.36226566002597
3.8326796873422833,LPG,10613.444684528497,3.0,Normal,Mixed,Euro 5,Poor,High,Sedan,158.4444666143146
2.7418621002879138,Hybrid,30040.99343759358,14.0,Aggressive,Mixed,Euro 4,Excellent,Low,Truck,250.338683721297
2.0009853010517475,LPG,29580.451687326175,1.0,Normal,Highway,Euro 5,Poor,Low,Truck,200.07742683616166
,CNG,38843.29873168467,2.0,Normal,Highway,,Fair,Low,Hatchback,
3.9706428746256854,CNG,15506.726450698254,11.0,Aggressive,,Euro 4,Excellent,Low,Truck,
1.7195852749393552,Hybrid,31475.59167286361,2.0,Normal,,Euro 6,Poor,Medium,Hatchback,165.9603923661316
4.657778728224834,Diesel,20192.284141917014,8.0,,Urban,Euro 5,Fair,Medium,SUV,
4.004588975805763,Hybrid,24546.547706564725,12.0,Normal,Mixed,Euro 6,Poor,High,Sedan,226.4699326333736
4.733501996567875,LPG,33575.884946019534,14.0,Aggressive,Urban,Euro 5,Good,Medium,Truck,258.085288506877
2.268292875054764,Diesel,12769.826575664145,9.0,Eco,Urban,Euro 3,,Low,SUV,217.76729798887996
4.757340062971947,LPG,17000.40588345952,14.0,Normal,Urban,Euro 6,Fair,High,Hatchback,233.69424885197427
2.4740706313535235,Hybrid,32065.803456915895,3.0,Normal,Mixed,Euro 6,,Medium,Truck,162.04494508465444
1.215879045709567,,24966.027035075134,1.0,,Urban,Euro 5,Poor,Medium,Sedan,185.48930402521714
4.051877554836093,Hybrid,8234.802091677457,2.0,Normal,Mixed,Euro 6,Fair,Medium,SUV,
3.8140325763533633,Petrol,20056.505337247956,2.0,Normal,Mixed,Euro 3,Good,Medium,Truck,229.65422795367516
3.3916439690533298,CNG,25532.165954055574,13.0,Eco,Highway,Euro 4,Good,Medium,Truck,128.7194268938761
2.959574977536696,Diesel,36833.10607557684,6.0,Normal,Mixed,Euro 3,Excellent,Low,SUV,80.27649498663845
1.1286610812905256,CNG,11597.081747852353,7.0,Normal,Mixed,,Poor,Low,Hatchback,285.42766635748524
3.4983890060806173,Petrol,33208.3538932119,12.0,Aggressive,Urban,Euro 3,Fair,Low,Hatchback,147.32335306720182
2.6673384608911745,Diesel,9571.856907680696,10.0,Normal,Mixed,Euro 3,Fair,Medium,Truck,123.25904934252051
3.24083761096378,CNG,13478.248102653253,12.0,Aggressive,Mixed,Euro 6,,High,Hatchback,138.9922808124707
2.717285367870545,CNG,13517.035922154306,5.0,Normal,Highway,Euro 3,Poor,Low,Hatchback,152.69849347610247
4.864224531060795,Diesel,35711.77185680914,3.0,Eco,Highway,Euro 5,Good,,SUV,184.40021381859822
3.4164356046033886,,11965.619220524548,5.0,Normal,Urban,Euro 5,Fair,Medium,Hatchback,95.25736762409126
3.9969453224098688,CNG,32543.625444489317,12.0,Eco,Urban,Euro 5,Fair,High,,91.5880943651992
4.745387789884333,Diesel,21163.228690686698,10.0,Aggressive,Highway,Euro 5,Good,Low,SUV,144.44036841837595
3.3663972916669587,CNG,39968.176872905875,0.0,Aggressive,Highway,Euro 6,Fair,Low,Truck,145.0685488633611
1.048250071289603,CNG,34368.202452823694,12.0,Normal,Mixed,Euro 5,Excellent,High,Truck,105.88217011913171
1.1371667132421694,LPG,30889.60970567363,9.0,Normal,Urban,Euro 3,Good,,SUV,
3.8093537364074472,LPG,35475.42073282684,7.0,Normal,Urban,Euro 5,Good,High,Sedan,142.48630700461212
2.116340544605134,Petrol,27191.063741176175,0.0,Normal,Mixed,Euro 6,Good,Medium,SUV,85.73222161491542
3.317518909391795,LPG,34527.82897849742,14.0,,Mixed,Euro 4,Excellent,,Sedan,274.8585716926444
1.8091087243626758,LPG,14139.439657650955,4.0,Normal,Urban,Euro 3,,High,Hatchback,274.9241839695899
2.0809955002468565,Petrol,8419.612388537622,1.0,Normal,Highway,Euro 3,Poor,High,Truck,126.02009564096429
3.018564223792301,CNG,26557.620248033407,14.0,Eco,Highway,Euro 6,Poor,Low,Sedan,115.83189019615654
4.902277853424328,CNG,20214.16374322551,5.0,Aggressive,Mixed,Euro 4,Poor,Low,Sedan,200.404408156336
3.4650819568367663,LPG,19925.427835235118,8.0,Aggressive,Urban,Euro 5,Good,,Hatchback,218.7657706559148
4.744592418052093,,23436.174835051617,4.0,Normal,Mixed,Euro 4,Good,,Truck,290.659362638356
4.8375194175477905,CNG,17648.39140479399,3.0,Aggressive,Highway,Euro 3,Good,Low,Hatchback,163.01666046075877
1.8324399856820297,Hybrid,,13.0,Normal,,Euro 3,Excellent,High,Truck,216.00407543020285
2.244774409875778,Diesel,6069.892857167047,1.0,,Mixed,Euro 3,Poor,Medium,Truck,273.1998300769481
4.079969124874816,Diesel,38946.196965861716,11.0,Normal,Highway,Euro 4,Fair,Low,Hatchback,178.989832871787
4.4670560091653755,Diesel,37364.814721594965,2.0,Normal,Urban,Euro 5,Fair,High,Sedan,106.91606525461174
3.076906976758111,LPG,37734.45569036768,,Normal,Mixed,Euro 3,Good,Low,SUV,163.0384028825943
4.972904269122196,,17775.122345430143,7.0,Aggressive,Mixed,Euro 6,Excellent,Low,Truck,110.04472387472609
1.046288795021081,Diesel,23616.18351806849,13.0,Aggressive,Mixed,Euro 5,Good,Low,Truck,83.66068212442906
,,38394.57110701513,7.0,Normal,Highway,Euro 3,Fair,Low,SUV,245.34167239678578
3.4926470149783193,CNG,36582.11197496553,4.0,Normal,Urban,,Poor,Medium,,132.45321410897822
,Hybrid,32658.556656540157,4.0,Eco,Mixed,Euro 6,Fair,High,Hatchback,80.44155008457429
1.466411865715203,LPG,19256.605644665735,9.0,Eco,Mixed,Euro 4,,High,Truck,271.9351186577319
2.4711483419222544,Diesel,24751.87281137607,13.0,Normal,Highway,Euro 3,Poor,Low,Hatchback,177.6335444679993
1.1017885731801562,,32751.93659758267,12.0,Normal,Urban,Euro 6,Excellent,High,SUV,132.54917351930953
3.5709841843011176,Diesel,14555.41984390111,2.0,Normal,Mixed,Euro 3,Fair,Low,Hatchback,137.81379391819223
4.5709701719854205,Diesel,26925.7278879839,14.0,Normal,Highway,Euro 3,Good,,Truck,132.91833652711105
4.539496495133836,LPG,33977.70136981499,6.0,Normal,Mixed,,Excellent,Medium,Sedan,122.80235546163985
,Diesel,29760.91771065155,14.0,Eco,,Euro 4,Poor,Medium,Sedan,265.06976940634524
,Petrol,21781.822091685026,12.0,Normal,Urban,Euro 5,Fair,,Truck,117.4729595613713
3.048126474765959,CNG,25461.292584430543,5.0,,Highway,Euro 6,Good,Low,Hatchback,203.6080304534677
1.5476752959826516,CNG,39603.64401010279,14.0,Eco,Mixed,Euro 6,Excellent,Low,SUV,97.01045382788121
2.364068372476812,Petrol,26069.572812652354,0.0,Normal,Mixed,Euro 4,Good,Low,SUV,288.89470275929204
1.7509123019930946,LPG,32496.62139065253,3.0,Normal,Highway,Euro 3,Fair,Low,Sedan,212.72905897810278
4.284800813399818,Diesel,30431.166753218193,5.0,Aggressive,Urban,Euro 5,Good,Medium,Hatchback,278.6935524645045
4.659015605351839,Diesel,29552.17154352771,10.0,Eco,Urban,Euro 4,Excellent,Low,SUV,167.53311148460892
3.147693045680468,CNG,30072.916928991526,5.0,Eco,Mixed,Euro 5,Good,Low,SUV,258.3478524877305
3.9110561620517763,LPG,20904.341294851234,10.0,Normal,Mixed,Euro 5,Fair,Low,Truck,267.80398547884846
1.48585908362851,LPG,21595.606108134387,13.0,Normal,Highway,Euro 6,Excellent,Low,Hatchback,234.64884405930738
3.4341385731089535,LPG,21375.19580762738,14.0,Eco,Highway,Euro 5,Poor,Medium,Hatchback,100.4484426198154
3.811164085511384,Diesel,6163.911252441283,11.0,Eco,Highway,Euro 6,Excellent,High,SUV,83.53761900929932
2.811072518045603,LPG,13437.286561631321,11.0,Aggressive,Urban,,Fair,High,Hatchback,117.08312785236879
1.9730923378827945,Petrol,10409.740232745899,2.0,Normal,Urban,Euro 3,Good,Low,Hatchback,105.98128653266926
4.509498082165566,Hybrid,36025.57539890401,5.0,Normal,Mixed,Euro 4,,Low,Hatchback,239.53028612396562
,LPG,14623.927825853216,11.0,Normal,Mixed,Euro 3,Poor,High,Truck,202.5415005516554
4.59942912739678,Hybrid,9845.492206293915,9.0,Normal,Mixed,Euro 6,Good,Medium,SUV,195.70919020003328
4.273610589991294,Diesel,9191.842616880973,5.0,Normal,Highway,Euro 5,Fair,Medium,Sedan,135.63080607219092
4.96149771831545,LPG,29499.644209325554,11.0,Normal,Urban,Euro 5,,Medium,Hatchback,114.01365808214916
1.7686909328577958,CNG,5212.915882023575,8.0,Aggressive,Mixed,Euro 3,Fair,Medium,SUV,125.4405533491571
1.3469910712158963,Diesel,21495.654061477788,8.0,Eco,Mixed,Euro 6,Poor,Medium,Sedan,168.06094163118564
2.348011165349034,Petrol,9160.488695936869,1.0,Aggressive,,Euro 5,Excellent,Medium,Truck,242.83150548740963
1.5160167000930356,Petrol,34738.21821725668,3.0,Eco,Mixed,Euro 3,Excellent,Medium,SUV,135.9936556380234
3.0925204516248974,Hybrid,38545.76247583604,8.0,Normal,Mixed,Euro 6,Good,,Truck,233.69486027691843
,Hybrid,38556.41156752163,14.0,Eco,Mixed,Euro 6,Fair,Medium,SUV,188.13260048906557
3.3131544606936147,CNG,20468.743813136927,13.0,Eco,Urban,Euro 5,Excellent,Low,Truck,274.7969866723745
2.0369605415610805,CNG,27558.018855217877,12.0,Aggressive,Mixed,Euro 4,Good,,SUV,131.24120339558735
4.635296123875188,Petrol,,3.0,Normal,Urban,Euro 4,Fair,Low,Truck,179.18847017587396
1.0846894549415138,LPG,,7.0,Eco,Highway,Euro 6,Poor,High,Sedan,101.26624877644764
2.392053415053972,Petrol,20542.25719971859,9.0,Aggressive,Urban,Euro 6,Poor,Low,SUV,153.73369137691054
3.875969901592244,Petrol,7251.329403164998,11.0,Aggressive,Highway,Euro 3,Fair,High,Sedan,191.51369768708466
4.067715705396638,CNG,32849.46614350205,2.0,Normal,Urban,Euro 6,Excellent,Low,Hatchback,241.20284715387433
2.6644741777274397,Hybrid,13428.122925411666,2.0,,Urban,Euro 3,Excellent,High,Sedan,123.576966412899
1.0676392530254684,CNG,21118.456589773166,8.0,Normal,Mixed,Euro 3,Poor,,SUV,127.9802682494225
3.4721747164949495,CNG,21821.725676582537,10.0,Aggressive,,Euro 3,Poor,Low,Sedan,218.94712491463085
1.2523787247328628,CNG,24624.91087029614,9.0,Normal,Urban,Euro 6,Excellent,High,SUV,164.14071235994857
,Petrol,33625.682326083144,7.0,Aggressive,Mixed,Euro 6,Fair,Medium,Truck,186.06087079111654
3.60100287858476,LPG,29215.83661643124,0.0,Normal,Highway,Euro 3,Poor,Medium,Hatchback,263.94967113132293
2.2499533045714193,Petrol,28207.20671952172,9.0,Normal,Mixed,Euro 5,Excellent,Medium,Sedan,189.79832623419554
2.3921206108330115,Diesel,23436.09235317289,13.0,Normal,Mixed,Euro 6,Fair,Medium,Hatchback,223.54986373401763
2.9472283079329737,CNG,8358.451423130648,1.0,Normal,Mixed,Euro 4,Good,Medium,Sedan,224.49050916519388
4.914313579437495,CNG,19070.29650778015,2.0,Normal,Highway,Euro 5,Fair,,SUV,256.794627450324
4.861768882954841,Diesel,38506.089795169326,13.0,Eco,Urban,Euro 4,Excellent,Medium,Sedan,220.39068746802533
2.6650439974403004,CNG,39844.18263508884,,Aggressive,Urban,Euro 6,Fair,Low,Hatchback,94.25816164384975
2.0619968688731287,CNG,30567.435113532138,1.0,Normal,Mixed,Euro 5,Excellent,High,Sedan,155.27805619110484
2.210368610656463,CNG,12963.023707612576,2.0,Normal,Mixed,Euro 6,Poor,Medium,Hatchback,297.6495603720262
2.0751251926464165,Diesel,8566.172610118858,7.0,Normal,Urban,Euro 6,Good,Medium,Hatchback,123.23226353774213
3.128983228567123,Petrol,19516.752566616975,10.0,Aggressive,Urban,Euro 5,Poor,Medium,SUV,209.0803972512315
3.427439231203714,CNG,34980.01658257675,10.0,Normal,Urban,,Poor,Medium,Truck,265.44694077299755
2.955117552918664,LPG,,11.0,Normal,Highway,Euro 5,Excellent,Low,Truck,209.0428833644179
2.6319774489926093,Diesel,35936.22831393867,13.0,,Highway,Euro 6,,Low,Sedan,161.89945678786898
1.845140150279751,Hybrid,26552.17101441783,5.0,Normal,Mixed,Euro 3,Excellent,Low,Hatchback,97.65028379789527
2.9300223655284534,Diesel,9561.49276063923,14.0,Normal,Highway,Euro 4,Excellent,High,SUV,159.5662785579409
2.364410855209832,Petrol,9017.858844935743,13.0,Normal,Mixed,Euro 3,Poor,Low,Truck,
3.1663818511933717,Diesel,6680.0805920545245,6.0,Aggressive,Urban,Euro 6,Excellent,Medium,SUV,291.3898195820356
3.7007576620464957,Hybrid,24847.798970073585,9.0,Normal,Urban,Euro 6,Excellent,High,SUV,237.307005142823
3.5332486977464423,LPG,13501.018281867617,14.0,Normal,Mixed,Euro 6,Poor,High,Hatchback,244.8642939591697
2.8499608416223734,Hybrid,30703.427447423266,14.0,Aggressive,Urban,Euro 3,Good,Medium,Sedan,175.91323852008318
3.2242096971198437,Diesel,29018.747755012755,12.0,Normal,Mixed,Euro 6,Good,Medium,Hatchback,104.19226218897535
2.1394245238430387,Hybrid,16133.875984291093,,Normal,Mixed,Euro 5,Fair,Medium,Truck,138.67762695681063
1.0969610360895587,Diesel,11188.058326242251,5.0,Aggressive,Mixed,Euro 4,Poor,Medium,Truck,137.13644289459262
3.5000778166724165,LPG,8584.012242860043,0.0,Eco,Highway,Euro 6,Excellent,Low,SUV,187.0914571763396
2.0102742365507478,LPG,30806.034583458397,10.0,Normal,Mixed,Euro 6,Fair,High,Hatchback,181.41555307253856
3.675814840273098,,20765.434839907663,2.0,Normal,Mixed,,Good,Medium,Hatchback,175.34980782180486
3.9880339983878375,LPG,,12.0,Aggressive,,Euro 4,Good,Low,SUV,189.11504267240304
,CNG,34982.85555322093,0.0,Eco,Highway,Euro 4,,Medium,Sedan,297.1450780359245
4.832491181918452,Hybrid,25776.46257992844,11.0,Normal,Urban,Euro 3,Excellent,Low,SUV,145.63779874363433
1.0421041852388058,Hybrid,23130.081773880454,14.0,Aggressive,Highway,Euro 3,Excellent,Medium,SUV,215.35921527558926
4.961496837418549,Diesel,31018.27077414655,9.0,Eco,Mixed,Euro 6,Fair,Medium,Truck,132.69170368886705
3.732073273976644,LPG,33545.40990823509,11.0,Eco,Highway,Euro 4,Good,Medium,Hatchback,
3.574096641496757,Petrol,29012.560439795183,8.0,Aggressive,Urban,Euro 6,Fair,Low,Truck,124.01083129220248
1.0608523807814216,Petrol,20400.221150977344,12.0,Normal,Urban,Euro 6,Fair,,SUV,202.80229176594668
4.44493364754695,Petrol,18275.45774352656,8.0,Aggressive,Mixed,Euro 6,Fair,Low,Hatchback,
1.5819657889913055,CNG,,4.0,Eco,Urban,Euro 3,Excellent,Low,SUV,88.09356167814278
4.349320615732164,LPG,23126.750622410014,3.0,Normal,Highway,,Good,High,SUV,259.3596401240204
1.062250185034864,Petrol,29653.512748108173,11.0,Normal,Highway,Euro 6,Fair,Low,Sedan,108.21612466649185
3.583857049996645,CNG,36163.95761781932,8.0,Normal,Urban,Euro 3,Good,Low,Truck,160.96853580571923
2.739206135079311,Hybrid,37056.17221578461,8.0,Normal,Mixed,Euro 5,Good,Low,Truck,184.97907400446462
1.8030669162373405,,14720.047373420042,14.0,Normal,Mixed,Euro 5,Fair,Low,SUV,175.14560009282403
1.4302455670817364,LPG,11576.148259537993,2.0,Aggressive,Highway,Euro 6,Fair,Low,Sedan,239.64646801180197
2.7605107861853058,LPG,14145.057611789325,4.0,Normal,Urban,Euro 6,Poor,High,SUV,211.29085110480776
1.493223221285699,Hybrid,31298.011968742598,2.0,Normal,Highway,Euro 4,Excellent,Medium,SUV,144.9816601956469
2.94578644676419,LPG,17952.031261615608,9.0,Eco,Highway,Euro 4,Good,High,SUV,91.37465996494744
3.500868234611409,LPG,11068.62482944654,1.0,Normal,Highway,Euro 6,Fair,High,Sedan,248.87092601569879
4.309536774429432,LPG,8443.492237743925,0.0,Normal,Mixed,Euro 3,Fair,Medium,Hatchback,157.55596786925275
3.7145977487314665,LPG,16455.961609039077,11.0,Normal,Urban,Euro 6,Good,Low,Sedan,275.73944301999325
1.2607990668246019,CNG,9764.775412267896,9.0,Normal,Urban,Euro 4,Fair,Medium,SUV,166.9124901927151
2.229730130191349,CNG,10473.076438665743,1.0,Eco,Mixed,Euro 4,Poor,Low,Hatchback,237.8848933502956
2.1519144317300016,Diesel,28935.939070619457,7.0,Eco,,Euro 3,Good,Medium,SUV,286.7042347116294
4.660129693884337,LPG,5690.623348394185,10.0,Normal,Highway,Euro 6,Fair,High,Sedan,223.25353913980555
4.471128177571054,Hybrid,9114.36415689033,7.0,,Mixed,Euro 4,,Low,Sedan,170.96756094745106
2.4805916734016678,Petrol,34552.79219245838,2.0,Aggressive,Urban,Euro 6,Fair,High,Hatchback,204.82783913290743
1.2846210235303244,Diesel,34571.99297563886,6.0,Normal,Mixed,Euro 4,Fair,Low,Sedan,
4.576429271218934,Petrol,16523.521756725193,6.0,Eco,Urban,Euro 5,Excellent,Medium,SUV,
4.552759811856749,Petrol,8078.355292905515,1.0,Normal,,Euro 5,Good,Medium,Hatchback,112.30039684109607
4.4189845281229,LPG,29673.961683252204,8.0,Eco,Urban,Euro 5,Excellent,Medium,Truck,233.6721741282882
4.380326550942007,Hybrid,17604.6090720856,2.0,Normal,Highway,Euro 4,Fair,Medium,SUV,111.90951976722118
2.9210160043446187,Petrol,6591.261952172405,1.0,Aggressive,Highway,Euro 3,Good,Medium,Truck,83.21571454987507
1.709726608998393,Petrol,10523.94434549295,11.0,Normal,Mixed,Euro 5,Good,High,Hatchback,217.451622150494
2.909952201849711,Diesel,9802.51841874085,2.0,Normal,Mixed,Euro 4,Poor,High,Hatchback,
